"origen_country","any","has_migrated_True","TOTAL","has_phd_True"
"PR",2010,1,18,5
"PR",2011,0,12,3
"PR",2012,0,11,0
"PR",2013,2,23,6
"PR",2014,0,7,2
"PR",2015,0,5,1
"PR",2016,0,7,2
"PS",1978,1,1,1
"PS",1979,1,1,1
"PS",1980,0,1,0
"PS",1982,0,1,0
"PS",1983,2,2,2
"PS",1989,1,1,1
"PS",1990,4,5,5
"PS",1991,4,5,4
"PS",1992,4,4,3
"PS",1993,2,2,1
"PS",1994,1,2,1
"PS",1995,0,2,1
"PS",1996,3,3,3
"PS",1997,3,4,2
"PS",1998,5,10,6
"PS",1999,3,6,5
"PS",2000,7,12,6
"PS",2001,2,5,3
"PS",2002,1,5,2
"PS",2003,4,9,4
"PS",2004,5,7,2
"PS",2005,6,11,7
"PS",2006,5,14,9
"PS",2007,3,6,4
"PS",2008,3,8,3
"PS",2009,0,7,1
"PS",2010,1,6,1
"PS",2011,1,11,2
"PS",2012,0,4,1
"PS",2013,0,1,0
"PS",2014,1,2,2
"PS",2015,1,4,2
"PS",2016,0,1,0
"PT",1972,13,35,24
"PT",1973,20,64,36
"PT",1974,5,27,11
"PT",1975,12,44,32
"PT",1976,23,87,54
"PT",1977,17,84,56
"PT",1978,24,111,71
"PT",1979,16,91,60
"PT",1980,35,149,94
"PT",1981,25,131,75
"PT",1982,29,177,103
"PT",1983,41,170,114
"PT",1984,46,209,138
"PT",1985,35,195,139
"PT",1986,34,215,124
"PT",1987,39,253,167
"PT",1988,47,251,159
"PT",1989,55,276,170
"PT",1990,58,345,233
"PT",1991,65,387,265
"PT",1992,64,382,241
"PT",1993,65,379,240
"PT",1994,65,408,259
"PT",1995,84,502,314
"PT",1996,78,519,338
"PT",1997,79,507,316
"PT",1998,103,662,413
"PT",1999,113,659,422
"PT",2000,104,637,382
"PT",2001,102,663,385
"PT",2002,76,678,401
"PT",2003,58,686,374
"PT",2004,67,719,364
"PT",2005,58,717,358
"PT",2006,69,827,394
"PT",2007,54,955,372
"PT",2008,68,977,343
"PT",2009,48,857,267
"PT",2010,29,613,211
"PT",2011,20,497,178
"PT",2012,13,386,144
"PT",2013,11,336,126
"PT",2014,11,226,75
"PT",2015,2,172,62
"PT",2016,0,76,16
"PW",2006,1,1,0
"PY",1972,1,1,0
"PY",1973,0,1,0
"PY",1974,0,1,0
"PY",1975,0,1,0
"PY",1976,0,3,2
"PY",1977,1,1,1
"PY",1978,0,2,0
"PY",1979,2,3,1
"PY",1980,1,2,1
"PY",1981,1,3,0
"PY",1982,1,1,0
"PY",1983,3,5,3
"PY",1984,0,3,2
"PY",1985,2,3,1
"PY",1986,0,4,2
"PY",1987,3,5,3
"PY",1988,1,4,1
"PY",1989,1,5,3
"PY",1990,0,3,0
"PY",1991,1,3,1
"PY",1992,2,5,3
"PY",1993,1,1,1
"PY",1994,2,6,1
"PY",1995,0,4,1
"PY",1996,1,5,1
"PY",1997,3,6,3
"PY",1998,0,4,0
"PY",1999,3,6,3
"PY",2000,6,15,2
"PY",2001,2,9,3
"PY",2002,1,8,1
"PY",2003,3,8,2
"PY",2004,6,14,2
"PY",2005,1,6,1
"PY",2006,1,9,1
"PY",2007,1,4,1
"PY",2008,0,5,0
"PY",2009,0,4,0
"PY",2010,1,7,0
"PY",2011,0,1,0
"PY",2012,1,4,1
"PY",2013,1,4,1
"PY",2014,0,5,1
"PY",2015,0,3,2
"QA",1977,2,2,2
"QA",1980,1,1,1
"QA",1981,2,3,2
"QA",1982,0,2,1
"QA",1983,1,1,1
"QA",1984,2,2,2
"QA",1985,1,2,2
"QA",1986,0,1,0
"QA",1987,0,1,0
"QA",1988,2,3,0
"QA",1989,0,2,0
"QA",1990,2,2,1
"QA",1992,1,2,1
"QA",1993,2,3,1
"QA",1994,0,2,0
"QA",1995,1,2,1
"QA",1996,1,2,1
"QA",1997,1,4,1
"QA",1998,1,6,1
"QA",1999,1,5,0
"QA",2000,2,5,1
"QA",2001,5,9,3
"QA",2002,5,11,5
"QA",2003,3,8,2
"QA",2004,4,14,2
"QA",2005,4,7,1
"QA",2006,2,10,2
"QA",2007,4,16,1
"QA",2008,7,22,4
"QA",2009,6,36,2
"QA",2010,4,43,4
"QA",2011,3,50,3
"QA",2012,5,61,5
"QA",2013,9,55,4
"QA",2014,5,54,6
"QA",2015,0,30,1
"QA",2016,0,9,3
"RE",1975,0,1,0
"RE",1988,1,1,0
"RE",1991,0,1,1
"RE",1992,1,1,0
"RE",1998,1,1,1
"RE",1999,0,1,1
"RE",2000,1,2,1
"RE",2001,0,1,0
"RE",2002,2,2,2
"RE",2003,2,3,2
"RE",2004,1,2,2
"RE",2006,0,1,0
"RE",2007,0,2,2
"RE",2008,0,2,1
"RE",2009,1,2,1
"RE",2010,0,2,1
"RE",2011,1,2,1
"RE",2012,0,1,1
"RE",2013,0,1,0
"RE",2014,0,1,0
"RO",1972,4,15,9
"RO",1973,1,9,5
"RO",1974,4,12,3
"RO",1975,2,18,11
"RO",1976,0,17,9
"RO",1977,2,17,8
"RO",1978,5,24,16
"RO",1979,7,33,22
"RO",1980,9,34,20
"RO",1981,3,19,15
"RO",1982,3,19,12
"RO",1983,6,37,25
"RO",1984,5,34,23
"RO",1985,14,45,26
"RO",1986,3,40,27
"RO",1987,13,35,24
"RO",1988,12,30,23
"RO",1989,11,44,33
"RO",1990,25,91,57
"RO",1991,16,63,39
"RO",1992,18,61,41
"RO",1993,18,49,31
"RO",1994,14,50,28
"RO",1995,22,55,35
"RO",1996,20,69,48
"RO",1997,20,78,61
"RO",1998,24,82,59
"RO",1999,16,90,59
"RO",2000,12,72,49
"RO",2001,19,64,49
"RO",2002,19,81,51
"RO",2003,17,86,58
"RO",2004,22,100,73
"RO",2005,18,84,64
"RO",2006,19,76,54
"RO",2007,14,84,47
"RO",2008,7,83,49
"RO",2009,5,80,49
"RO",2010,6,61,34
"RO",2011,1,46,23
"RO",2012,1,43,15
"RO",2013,2,38,14
"RO",2014,0,30,9
"RO",2015,0,21,10
"RO",2016,0,16,4
"RS",1972,1,6,3
"RS",1973,2,8,4
"RS",1974,2,9,4
"RS",1975,3,6,4
"RS",1976,2,9,5
"RS",1977,0,9,7
"RS",1978,5,9,6
"RS",1979,3,11,11
"RS",1980,4,11,10
"RS",1981,6,18,11
"RS",1982,2,14,11
"RS",1983,2,7,4
"RS",1984,2,8,8
"RS",1985,7,15,11
"RS",1986,1,10,6
"RS",1987,0,16,8
"RS",1988,5,26,18
"RS",1989,2,22,13
"RS",1990,4,25,11
"RS",1991,4,14,12
"RS",1992,4,21,15
"RS",1993,5,37,22
"RS",1994,4,33,22
"RS",1995,10,41,30
"RS",1996,12,40,31
"RS",1997,8,36,28
"RS",1998,5,28,18
"RS",1999,7,25,17
"RS",2000,5,36,23
"RS",2001,7,43,28
"RS",2002,12,50,35
"RS",2003,6,48,24
"RS",2004,7,54,32
"RS",2005,11,66,41
"RS",2006,14,69,40
"RS",2007,10,59,37
"RS",2008,6,61,42
"RS",2009,5,51,30
"RS",2010,3,64,41
"RS",2011,1,57,28
"RS",2012,0,46,28
"RS",2013,0,49,27
"RS",2014,1,12,9
"RS",2015,0,30,10
"RS",2016,0,12,5
"RU",1972,31,242,55
"RU",1973,17,256,59
"RU",1974,33,268,75
"RU",1975,41,285,76
"RU",1976,39,269,71
"RU",1977,36,267,77
"RU",1978,40,291,85
"RU",1979,53,297,83
"RU",1980,37,275,80
"RU",1981,32,251,68
"RU",1982,47,249,67
"RU",1983,40,263,86
"RU",1984,29,236,62
"RU",1985,36,225,69
"RU",1986,50,257,72
"RU",1987,28,226,64
"RU",1988,37,249,66
"RU",1989,47,315,87
"RU",1990,40,311,101
"RU",1991,39,355,90
"RU",1992,28,316,81
"RU",1993,31,378,105
"RU",1994,37,348,97
"RU",1995,34,380,105
"RU",1996,30,393,92
"RU",1997,42,428,138
"RU",1998,39,472,143
"RU",1999,35,514,152
"RU",2000,35,608,161
"RU",2001,40,543,164
"RU",2002,51,566,167
"RU",2003,47,575,177
"RU",2004,53,646,186
"RU",2005,43,649,148
"RU",2006,43,656,157
"RU",2007,38,611,115
"RU",2008,18,523,101
"RU",2009,22,512,95
"RU",2010,6,450,67
"RU",2011,10,406,49
"RU",2012,1,391,38
"RU",2013,2,347,46
"RU",2014,5,297,47
"RU",2015,1,302,42
"RU",2016,1,160,36
"RW",1982,1,1,0
"RW",1990,0,1,1
"RW",1992,1,1,0
"RW",1995,2,3,0
"RW",1996,2,2,2
"RW",1998,0,2,1
"RW",1999,2,2,1
"RW",2000,2,2,1
"RW",2001,1,3,1
"RW",2002,0,2,0
"RW",2003,2,2,2
"RW",2004,3,4,2
"RW",2005,6,8,5
"RW",2006,2,5,3
"RW",2007,3,5,0
"RW",2008,3,11,2
"RW",2009,0,3,0
"RW",2010,0,6,0
"RW",2011,3,9,1
"RW",2012,1,3,1
"RW",2013,0,3,0
"RW",2014,0,1,0
"RW",2015,0,2,0
"SA",1975,2,2,2
"SA",1976,4,5,4
"SA",1977,2,3,3
"SA",1978,2,4,2
"SA",1979,2,2,2
"SA",1980,6,10,6
"SA",1981,4,7,5
"SA",1982,2,6,3
"SA",1983,7,12,4
"SA",1984,4,10,5
"SA",1985,6,10,3
"SA",1986,3,8,2
"SA",1987,7,12,7
"SA",1988,8,11,7
"SA",1989,5,13,2
"SA",1990,4,11,5
"SA",1991,6,13,8
"SA",1992,5,11,1
"SA",1993,7,13,9
"SA",1994,6,11,8
"SA",1995,8,17,6
"SA",1996,12,24,11
"SA",1997,13,19,11
"SA",1998,16,34,16
"SA",1999,16,29,13
"SA",2000,14,27,12
"SA",2001,23,44,19
"SA",2002,12,29,9
"SA",2003,12,34,12
"SA",2004,14,48,14
"SA",2005,16,43,11
"SA",2006,10,50,10
"SA",2007,17,51,15
"SA",2008,12,71,15
"SA",2009,8,100,17
"SA",2010,9,92,19
"SA",2011,18,134,24
"SA",2012,12,140,20
"SA",2013,8,129,25
"SA",2014,10,204,23
"SA",2015,2,47,9
"SA",2016,0,20,4
"SC",2003,1,1,1
"SC",2007,1,1,0
"SD",1972,0,1,0
"SD",1973,0,1,0
"SD",1974,1,1,1
"SD",1975,2,3,1
"SD",1977,2,2,0
"SD",1978,2,3,3
"SD",1979,2,2,2
"SD",1980,1,3,2
"SD",1981,2,3,1
"SD",1982,1,5,0
"SD",1983,2,4,2
"SD",1984,4,5,3
"SD",1985,1,2,2
"SD",1986,4,8,3
"SD",1987,5,9,4
"SD",1988,1,1,0
"SD",1989,3,3,3
"SD",1990,4,7,3
"SD",1991,3,6,4
"SD",1992,4,7,5
"SD",1993,5,11,3
"SD",1994,6,11,7
"SD",1995,12,15,10
"SD",1996,7,11,6
"SD",1997,3,10,6
"SD",1998,14,22,11
"SD",1999,9,16,9
"SD",2000,8,10,4
"SD",2001,7,14,9
"SD",2002,2,13,3
"SD",2003,5,19,5
"SD",2004,4,15,6
"SD",2005,7,22,7
"SD",2006,3,16,2
"SD",2007,3,20,3
"SD",2008,2,8,3
"SD",2009,0,18,2
"SD",2010,0,11,2
"SD",2011,0,9,5
"SD",2012,2,11,0
"SD",2013,0,12,9
"SD",2014,0,5,0
"SD",2015,0,4,1
"SD",2016,0,1,1
"SE",1972,6,38,28
"SE",1973,7,50,38
"SE",1974,6,48,34
"SE",1975,4,64,46
"SE",1976,6,52,33
"SE",1977,6,55,39
"SE",1978,4,46,30
"SE",1979,4,48,33
"SE",1980,14,88,64
"SE",1981,7,62,40
"SE",1982,3,83,49
"SE",1983,11,90,66
"SE",1984,19,114,80
"SE",1985,4,82,64
"SE",1986,11,114,81
"SE",1987,15,100,72
"SE",1988,15,136,96
"SE",1989,15,143,98
"SE",1990,16,155,121
"SE",1991,19,138,102
"SE",1992,25,195,154
"SE",1993,25,146,106
"SE",1994,28,174,123
"SE",1995,29,190,138
"SE",1996,29,226,163
"SE",1997,35,214,151
"SE",1998,29,250,178
"SE",1999,39,272,202
"SE",2000,42,293,207
"SE",2001,35,292,206
"SE",2002,33,278,196
"SE",2003,42,322,224
"SE",2004,38,299,215
"SE",2005,32,278,205
"SE",2006,31,304,209
"SE",2007,48,357,243
"SE",2008,52,387,268
"SE",2009,42,399,262
"SE",2010,37,435,257
"SE",2011,16,346,188
"SE",2012,14,299,163
"SE",2013,13,292,137
"SE",2014,12,299,139
"SE",2015,1,218,92
"SE",2016,1,91,36
"SG",1972,0,1,0
"SG",1975,0,1,0
"SG",1977,2,3,2
"SG",1978,1,2,2
"SG",1980,0,2,0
"SG",1981,1,2,2
"SG",1982,1,1,1
"SG",1983,2,2,1
"SG",1984,2,4,3
"SG",1985,2,3,3
"SG",1986,1,1,1
"SG",1987,2,4,3
"SG",1988,5,5,5
"SG",1989,2,5,4
"SG",1990,7,10,5
"SG",1991,2,6,2
"SG",1992,2,4,2
"SG",1993,8,15,9
"SG",1994,8,11,7
"SG",1995,7,13,9
"SG",1996,3,6,3
"SG",1997,8,12,8
"SG",1998,11,18,12
"SG",1999,18,28,16
"SG",2000,24,35,20
"SG",2001,18,39,23
"SG",2002,21,40,31
"SG",2003,21,43,34
"SG",2004,18,46,25
"SG",2005,18,48,30
"SG",2006,26,64,37
"SG",2007,30,90,53
"SG",2008,25,79,54
"SG",2009,14,89,49
"SG",2010,8,100,45
"SG",2011,10,94,46
"SG",2012,5,70,22
"SG",2013,7,77,35
"SG",2014,5,55,19
"SG",2015,0,38,8
"SG",2016,1,26,9
"SI",1973,0,1,0
"SI",1974,1,2,2
"SI",1976,1,3,2
"SI",1977,0,4,2
"SI",1979,0,3,2
"SI",1980,1,4,2
"SI",1981,1,5,3
"SI",1982,0,5,2
"SI",1983,1,6,4
"SI",1984,1,1,1
"SI",1985,0,2,1
"SI",1986,1,4,1
"SI",1987,0,5,4
"SI",1988,0,3,0
"SI",1989,1,3,3
"SI",1990,3,7,4
"SI",1991,1,8,7
"SI",1992,2,7,7
"SI",1993,0,8,5
"SI",1994,1,13,10
"SI",1995,3,14,13
"SI",1996,2,14,9
"SI",1997,2,12,9
"SI",1998,1,17,12
"SI",1999,1,20,18
"SI",2000,2,13,12
"SI",2001,2,16,12
"SI",2002,2,14,9
"SI",2003,1,15,12
"SI",2004,4,23,16
"SI",2005,5,27,13
"SI",2006,4,33,21
"SI",2007,7,16,12
"SI",2008,3,25,15
"SI",2009,4,17,7
"SI",2010,4,17,13
"SI",2011,0,14,8
"SI",2012,0,20,9
"SI",2013,1,13,8
"SI",2014,1,12,3
"SI",2015,0,7,3
"SI",2016,0,4,3
"SJ",2011,0,1,0
"SK",1972,1,5,4
"SK",1973,1,2,0
"SK",1975,0,3,2
"SK",1976,2,10,7
"SK",1977,2,3,2
"SK",1978,1,7,4
"SK",1979,2,6,3
"SK",1980,4,12,8
"SK",1981,3,13,7
"SK",1982,0,3,2
"SK",1983,0,6,4
"SK",1984,1,4,3
"SK",1985,2,15,7
"SK",1986,3,6,5
"SK",1987,0,7,4
"SK",1988,1,7,3
"SK",1989,3,9,7
"SK",1990,4,11,8
"SK",1991,4,8,5
"SK",1992,2,15,10
"SK",1993,4,12,10
"SK",1994,4,16,13
"SK",1995,7,15,12
"SK",1996,3,8,7
"SK",1997,3,11,6
"SK",1998,10,20,16
"SK",1999,5,18,9
"SK",2000,4,21,13
"SK",2001,5,17,9
"SK",2002,2,10,5
"SK",2003,4,17,11
"SK",2004,3,17,12
"SK",2005,2,20,14
"SK",2006,2,16,12
"SK",2007,1,16,7
"SK",2008,5,19,11
"SK",2009,2,27,17
"SK",2010,2,26,20
"SK",2011,1,15,6
"SK",2012,0,11,6
"SK",2013,1,15,11
"SK",2014,0,2,0
"SK",2015,0,12,3
"SK",2016,0,4,2
"SL",1983,1,1,0
"SL",1985,1,1,1
"SL",1987,1,1,1
"SL",1989,1,1,1
"SL",1991,1,2,1
"SL",1992,1,1,0
"SL",1993,0,1,0
"SL",1996,1,1,0
"SL",1999,0,1,0
"SL",2000,2,3,1
"SL",2001,3,4,1
"SL",2002,1,2,0
"SL",2003,2,4,1
"SL",2005,1,1,1
"SL",2006,0,4,0
"SL",2007,0,3,0
"SL",2008,0,1,0
"SL",2009,1,4,0
"SL",2010,0,1,0
"SL",2011,0,3,0
"SL",2012,1,1,1
"SM",2004,0,1,0
"SM",2009,0,1,1
"SN",1974,1,1,0
"SN",1976,0,1,0
"SN",1977,0,1,0
"SN",1978,1,1,1
"SN",1980,1,1,1
"SN",1983,0,1,1
"SN",1984,0,1,0
"SN",1985,0,1,0
"SN",1986,0,1,1
"SN",1987,0,2,0
"SN",1989,0,1,0
"SN",1991,0,1,0
"SN",1993,0,1,0
"SN",1994,0,2,0
"SN",1995,0,3,1
"SN",1996,1,1,0
"SN",1997,1,1,1
"SN",1998,1,2,2
"SN",1999,0,3,2
"SN",2000,1,6,4
"SN",2001,2,3,3
"SN",2002,3,7,2
"SN",2003,1,2,1
"SN",2004,0,1,0
"SN",2005,2,3,2
"SN",2006,2,4,2
"SN",2007,0,5,1
"SN",2008,1,5,1
"SN",2009,2,9,4
"SN",2010,0,8,4
"SN",2011,0,6,4
"SN",2012,0,5,2
"SN",2013,1,10,7
"SN",2014,0,4,0
"SN",2015,0,4,1
"SN",2016,0,1,0
"SO",1979,0,1,0
"SO",1987,1,1,0
"SO",2001,0,1,0
"SO",2002,1,4,1
"SO",2003,2,2,0
"SO",2004,0,1,0
"SO",2005,0,2,0
"SO",2006,2,5,1
"SO",2007,0,2,1
"SO",2008,1,9,0
"SO",2009,1,9,0
"SO",2010,1,10,0
"SO",2011,0,8,0
"SO",2012,1,5,0
"SO",2013,0,1,0
"SO",2014,0,6,0
"SO",2015,0,4,0
"SO",2016,0,1,0
"SR",2006,0,1,0
"SR",2013,0,1,0
"SS",1982,1,1,1
"SS",1999,1,1,1
"SS",2008,1,3,1
"SS",2011,0,1,1
"SS",2013,1,2,0
"ST",1974,1,1,1
"SV",1978,1,3,0
"SV",1982,1,1,1
"SV",1984,0,1,0
"SV",1986,1,2,1
"SV",1988,0,1,0
"SV",1989,1,4,0
"SV",1990,0,1,0
"SV",1991,2,2,0
"SV",1992,1,2,1
"SV",1993,0,1,0
"SV",1994,1,1,0
"SV",1996,0,3,0
"SV",1997,0,1,0
"SV",1998,1,3,2
"SV",1999,1,4,0
"SV",2000,2,2,1
"SV",2001,1,4,1
"SV",2002,1,2,0
"SV",2003,0,3,1
"SV",2004,1,5,2
"SV",2005,1,6,0
"SV",2006,2,5,2
"SV",2007,0,4,0
"SV",2008,0,7,0
"SV",2009,1,6,0
"SV",2010,1,8,0
"SV",2011,0,1,0
"SV",2013,0,5,0
"SV",2015,0,1,0
"SV",2016,0,2,0
"SX",1984,0,1,0
"SX",1993,1,1,0
"SX",2005,1,1,0
"SX",2007,1,1,0
"SX",2013,1,1,0
"SY",1973,1,1,0
"SY",1974,2,2,0
"SY",1975,0,1,0
"SY",1976,1,1,0
"SY",1978,3,3,2
"SY",1979,4,4,1
"SY",1980,1,1,0
"SY",1981,0,1,0
"SY",1982,0,1,1
"SY",1983,3,3,0
"SY",1984,2,3,1
"SY",1985,2,2,1
"SY",1986,2,2,0
"SY",1987,1,1,0
"SY",1988,4,5,4
"SY",1989,1,2,0
"SY",1990,2,2,0
"SY",1991,3,4,3
"SY",1992,3,3,2
"SY",1993,8,9,3
"SY",1994,1,2,1
"SY",1995,6,6,5
"SY",1996,6,9,5
"SY",1997,3,3,2
"SY",1998,11,14,8
"SY",1999,7,7,4
"SY",2000,9,15,11
"SY",2001,7,12,3
"SY",2002,8,16,9
"SY",2003,13,20,7
"SY",2004,11,17,5
"SY",2005,6,16,5
"SY",2006,9,17,3
"SY",2007,5,14,3
"SY",2008,4,14,3
"SY",2009,2,15,2
"SY",2010,0,7,1
"SY",2011,1,8,2
"SY",2012,1,3,0
"SY",2013,0,5,1
"SY",2014,0,3,1
"SY",2015,0,3,2
"SZ",1994,3,3,2
"SZ",1996,1,1,1
"SZ",1998,1,1,1
"SZ",1999,1,1,1
"SZ",2000,1,1,0
"SZ",2001,2,2,0
"SZ",2008,0,1,0
"SZ",2010,0,1,0
"SZ",2014,0,1,0
"TD",1998,0,1,0
"TD",2001,0,1,1
"TD",2003,0,1,0
"TD",2006,0,1,0
"TD",2011,0,1,0
"TD",2012,0,1,1
"TF",1992,1,1,1
"TF",2014,1,1,0
"TG",1981,0,1,0
"TG",1984,0,1,0
"TG",1986,1,1,0
"TG",1991,2,3,2
"TG",1992,0,2,2
"TG",1998,0,1,1
"TG",2000,1,2,0
"TG",2001,1,1,0
"TG",2003,1,3,1
"TG",2004,1,1,1
"TG",2005,1,2,0
"TG",2006,2,5,3
"TG",2007,0,2,2
"TG",2008,1,1,0
"TG",2010,0,1,0
"TG",2011,0,4,0
"TG",2013,0,1,1
"TG",2015,0,1,1
"TG",2016,0,3,1
"TH",1972,1,3,2
"TH",1973,1,4,2
"TH",1974,3,7,3
"TH",1975,0,1,0
"TH",1976,2,3,3
"TH",1977,3,4,2
"TH",1978,5,10,6
"TH",1979,3,4,4
"TH",1980,0,4,2
"TH",1981,4,6,5
"TH",1982,5,10,6
"TH",1983,5,16,7
"TH",1984,4,12,8
"TH",1985,6,12,6
"TH",1986,9,12,8
"TH",1987,9,22,9
"TH",1988,7,13,9
"TH",1989,10,19,11
"TH",1990,9,21,13
"TH",1991,13,28,17
"TH",1992,21,35,21
"TH",1993,20,33,17
"TH",1994,12,29,20
"TH",1995,18,36,17
"TH",1996,17,38,18
"TH",1997,11,39,20
"TH",1998,9,36,21
"TH",1999,20,51,33
"TH",2000,11,42,22
"TH",2001,17,43,22
"TH",2002,12,51,29
"TH",2003,27,59,32
"TH",2004,21,58,34
"TH",2005,15,55,40
"TH",2006,11,44,17
"TH",2007,8,51,21
"TH",2008,11,59,23
"TH",2009,5,68,34
"TH",2010,13,81,35
"TH",2011,6,54,24
"TH",2012,7,67,38
"TH",2013,6,52,24
"TH",2014,3,46,21
"TH",2015,0,24,8
"TH",2016,1,24,6
"TJ",1972,1,1,0
"TJ",1977,0,1,1
"TJ",1981,0,1,0
"TJ",1982,0,1,0
"TJ",1986,1,1,1
"TJ",1991,0,2,0
"TJ",1992,1,2,1
"TJ",1993,0,1,0
"TJ",1996,0,2,0
"TJ",2002,0,4,0
"TJ",2003,0,4,0
"TJ",2004,0,2,0
"TJ",2005,1,2,1
"TJ",2006,0,1,0
"TJ",2008,1,4,1
"TJ",2010,0,2,0
"TJ",2011,0,1,0
"TJ",2013,1,1,0
"TL",2006,0,2,1
"TL",2007,0,1,0
"TL",2008,0,2,0
"TM",1973,1,1,0
"TM",1978,1,1,1
"TM",1980,1,1,0
"TM",1982,1,1,1
"TM",1998,1,1,0
"TN",1972,0,1,1
"TN",1973,0,2,1
"TN",1974,1,2,1
"TN",1975,2,2,1
"TN",1976,1,4,2
"TN",1977,0,3,0
"TN",1978,0,3,0
"TN",1979,2,4,2
"TN",1980,2,9,6
"TN",1981,1,3,2
"TN",1982,3,8,6
"TN",1983,2,2,2
"TN",1984,3,7,5
"TN",1985,4,6,5
"TN",1986,4,6,6
"TN",1987,3,6,3
"TN",1988,4,5,4
"TN",1989,1,3,1
"TN",1990,4,13,6
"TN",1991,3,9,5
"TN",1992,1,6,3
"TN",1993,5,9,6
"TN",1994,3,7,4
"TN",1995,4,17,12
"TN",1996,4,18,7
"TN",1997,5,17,8
"TN",1998,9,31,14
"TN",1999,6,28,17
"TN",2000,9,26,16
"TN",2001,3,23,12
"TN",2002,12,34,18
"TN",2003,7,30,15
"TN",2004,9,37,22
"TN",2005,7,30,19
"TN",2006,3,29,18
"TN",2007,8,37,20
"TN",2008,6,36,13
"TN",2009,6,38,17
"TN",2010,4,49,26
"TN",2011,1,47,21
"TN",2012,1,57,33
"TN",2013,0,39,19
"TN",2014,1,41,22
"TN",2015,0,18,7
"TN",2016,0,8,3
"TR",1972,4,14,5
"TR",1973,3,14,5
"TR",1974,1,21,5
"TR",1975,2,8,5
"TR",1976,7,26,13
"TR",1977,5,19,6
"TR",1978,4,23,9
"TR",1979,6,46,22
"TR",1980,12,58,32
"TR",1981,15,47,26
"TR",1982,21,56,31
"TR",1983,9,65,33
"TR",1984,25,83,52
"TR",1985,16,88,44
"TR",1986,24,106,48
"TR",1987,16,115,60
"TR",1988,35,111,68
"TR",1989,38,130,83
"TR",1990,24,121,59
"TR",1991,17,108,52
"TR",1992,27,151,74
"TR",1993,39,168,101
"TR",1994,31,211,112
"TR",1995,44,227,111
"TR",1996,33,221,111
"TR",1997,43,222,136
"TR",1998,45,264,168
"TR",1999,48,269,154
"TR",2000,49,289,171
"TR",2001,66,288,176
"TR",2002,52,322,189
"TR",2003,46,284,165
"TR",2004,60,370,206
"TR",2005,54,360,212
"TR",2006,51,327,186
"TR",2007,35,334,184
"TR",2008,22,286,139
"TR",2009,12,353,148
"TR",2010,11,313,144
"TR",2011,5,353,114
"TR",2012,5,294,84
"TR",2013,5,350,85
"TR",2014,3,214,47
"TR",2015,1,183,48
"TR",2016,0,67,19
"TT",1978,0,1,0
"TT",1979,0,2,0
"TT",1986,0,1,0
"TT",1987,1,1,0
"TT",1989,2,2,0
"TT",1990,2,3,1
"TT",1991,2,2,2
"TT",1992,1,1,1
"TT",1993,1,1,0
"TT",1994,0,1,0
"TT",1995,1,5,4
"TT",1996,0,1,1
"TT",1997,1,1,0
"TT",1998,1,2,1
"TT",1999,1,2,1
"TT",2000,1,2,0
"TT",2001,2,4,2
"TT",2002,3,4,1
"TT",2003,0,3,1
"TT",2004,0,1,0
"TT",2005,1,3,1
"TT",2006,1,5,2
"TT",2007,1,4,1
"TT",2008,2,5,2
"TT",2009,0,3,1
"TT",2010,0,5,1
"TT",2012,0,4,1
"TT",2013,0,1,0
"TT",2014,0,1,0
"TT",2015,1,1,1
"TW",1972,6,9,6
"TW",1973,5,12,8
"TW",1974,9,16,10
"TW",1975,6,19,11
"TW",1976,21,29,20
"TW",1977,19,36,23
"TW",1978,12,24,14
"TW",1979,15,29,18
"TW",1980,16,46,21
"TW",1981,17,34,22
"TW",1982,17,36,23
"TW",1983,17,48,26
"TW",1984,18,42,27
"TW",1985,23,52,36
"TW",1986,21,61,33
"TW",1987,16,52,31
"TW",1988,27,80,47
"TW",1989,19,84,59
"TW",1990,21,84,53
"TW",1991,19,82,51
"TW",1992,28,102,64
"TW",1993,27,95,62
"TW",1994,45,148,98
"TW",1995,31,111,70
"TW",1996,31,122,78
"TW",1997,31,138,81
"TW",1998,37,132,92
"TW",1999,41,153,92
"TW",2000,28,153,102
"TW",2001,27,141,85
"TW",2002,38,155,86
"TW",2003,30,168,103
"TW",2004,31,155,87
"TW",2005,29,178,114
"TW",2006,36,184,92
"TW",2007,30,162,95
"TW",2008,15,145,70
"TW",2009,17,163,79
"TW",2010,11,153,71
"TW",2011,10,159,71
"TW",2012,10,145,47
"TW",2013,14,129,59
"TW",2014,12,111,49
"TW",2015,1,94,46
"TW",2016,1,62,30
"TW",2017,0,1,1
"TZ",1974,1,1,1
"TZ",1975,1,1,1
"TZ",1977,0,1,0
"TZ",1978,0,1,0
"TZ",1980,1,2,2
"TZ",1981,1,2,0
"TZ",1982,0,2,1
"TZ",1983,0,1,0
"TZ",1984,1,1,0
"TZ",1985,6,7,4
"TZ",1986,2,4,4
"TZ",1987,2,4,3
"TZ",1988,4,4,3
"TZ",1989,2,2,1
"TZ",1990,0,3,2
"TZ",1991,2,4,2
"TZ",1992,4,7,5
"TZ",1993,2,3,2
"TZ",1994,5,8,3
"TZ",1995,2,5,4
"TZ",1996,5,10,6
"TZ",1997,4,8,6
"TZ",1998,3,5,3
"TZ",1999,5,15,10
"TZ",2000,5,14,7
"TZ",2001,10,17,9
"TZ",2002,5,23,7
"TZ",2003,12,31,9
"TZ",2004,8,23,5
